trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
352,False,"{'a': 0.6, 'e': 0.02907960468580265}",20,0,31.62929186467875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.6, 'e': 0.028788808638944622}",25,8,32.274012117430814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.028500920552555174}",20,14,12.455643306479121,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.028215911347029624}",25,14,21.690689480184425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.027933752233559327}",20,2,30.38457057511756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.6, 'e': 0.027654414711223735}",25,11,28.302545220746154,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.027377870564111496}",20,12,16.011113557272687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.027104091858470382}",30,15,27.566073610979664,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.026833050939885677}",25,13,21.24829328239241,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.02656472043048682}",20,0,28.973054568778416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.6, 'e': 0.02629907322618195}",30,6,-2.895195627328911,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.6, 'e': 0.026036082493920133}",25,13,-19.28884835698927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.6, 'e': 0.02577572166898093}",30,21,17.875389655403332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.025517964452291122}",25,15,18.97188135034208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.02526278480776821}",20,8,0.5898338969927663,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.025010156959690527}",20,11,8.053328852283032,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.02476005539009362}",25,18,13.77630579441739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.024512454836192684}",25,14,8.264740198790916,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.024267330287830756}",35,21,24.61729630492358,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.024024656984952448}",20,10,-25.68344431741687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.6, 'e': 0.023784410415102923}",20,1,31.980284576373585,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.023546566310951894}",25,13,21.686213296852323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.023311100647842375}",30,13,29.64879699984722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.02307798964136395}",20,16,7.527610494518373,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.022847209744950314}",20,14,12.536326173910775,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.6, 'e': 0.02261873764750081}",20,5,-18.18098057106604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
378,False,"{'a': 0.6, 'e': 0.022392550271025803}",20,15,10.321667677574728,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.6, 'e': 0.022168624768315544}",30,16,15.202261547421099,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.02194693852063239}",25,1,37.25317956556758,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.6, 'e': 0.021727469135426065}",35,9,17.9655749192794,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.6, 'e': 0.021510194444071803}",20,5,24.522205938314926,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.021295092499631085}",25,12,-15.54598738449344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.6, 'e': 0.021082141574634772}",25,17,13.164414055585349,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.6, 'e': 0.020871320158888425}",20,7,24.244320134982324,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.020662606957299542}",25,8,11.067759035186572,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.020455980887726547}",20,0,30.329215122333785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.6, 'e': 0.02025142107884928}",30,18,20.317077998829596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.6, 'e': 0.020048906868060788}",20,5,25.521191023925635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.01984841779938018}",30,16,26.192073121591047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.6, 'e': 0.019649933621386378}",30,21,18.61929073279336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.6, 'e': 0.019453434285172513}",20,16,7.295761275411193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.019258899942320787}",25,14,5.632694095005035,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.01906631094289758}",30,20,19.827384404661366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.018875647833468602}",20,12,12.126773650510948,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.6, 'e': 0.018686891355133916}",30,17,27.743078613073838,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.018500022441582577}",30,24,11.97404860880301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.6, 'e': 0.01831502221716675}",25,16,14.433069625346604,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.6, 'e': 0.018131871994995084}",25,20,10.959108149844967,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.017950553275045134}",20,12,11.035845502493668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.6, 'e': 0.017771047742294682}",20,16,8.624073217475125,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.017593337264871736}",25,11,24.04449090630372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.01741740389222302}",20,5,27.39668592974692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.01724322985330079}",25,18,13.83004349335933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.017070797554767782}",20,14,12.2194063633552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.6, 'e': 0.016900089579220106}",35,24,18.685341756263583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.6, 'e': 0.016731088683427906}",30,19,20.800660449436478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.016563777796593626}",25,8,3.147762807974291,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.016398140018627688}",20,10,19.625176837423982,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.01623415861844141}",20,15,-2.902384783621091,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.6, 'e': 0.016071817032256998}",20,10,18.251035156030575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.01591109886193443}",20,6,27.711151221770777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.015751987873315085}",20,14,11.348937051215467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.015594467994581935}",20,0,27.35242243131293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
415,False,"{'a': 0.6, 'e': 0.015438523314636115}",25,0,35.054950527433284,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.6, 'e': 0.015284138081489753}",30,13,0.9826911870033981,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.015131296700674856}",20,15,11.362028331821437,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.014979983733668108}",25,17,17.931525807406828,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.014830183896331426}",25,7,35.76905373137921,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.014681882057368112}",30,0,38.24623655645487,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.01453506323679443}",20,3,25.95822371950452,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.6, 'e': 0.014389712604426485}",30,16,26.723587845227637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.01424581547838222}",20,6,-21.752534067380456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.6, 'e': 0.014103357323598397}",20,10,21.477723171573672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.013962323750362413}",25,17,15.057710039952667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.013822700512858789}",30,13,29.337248311363744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.0136844735077302}",25,10,23.843646108482087,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.013547628772652899}",20,12,3.5577215930157196,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.01341215248492637}",20,14,11.484874478832127,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.013278030960077106}",20,0,25.489392412319862,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.6, 'e': 0.013145250650476335}",20,11,12.89107301990113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.01301379814397157}",20,14,12.488541346789766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.012883660162531854}",25,14,19.81672602326156,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.6, 'e': 0.012754823560906535}",20,14,11.185252765315708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.01262727532529747}",20,0,30.593359442198327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
436,False,"{'a': 0.6, 'e': 0.012501002572044496}",35,18,29.904908484861473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.01237599254632405}",20,14,10.695801990925709,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.6, 'e': 0.01225223262086081}",35,17,32.78373266090993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.6, 'e': 0.012129710294652202}",25,11,22.827262109112027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.01200841319170568}",20,14,12.40489340381565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.6, 'e': 0.011888329059788623}",30,11,36.54352714319478,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.011769445769190737}",20,0,27.284375117116085,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.01165175131149883}",20,2,7.5181994758355355,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
444,False,"{'a': 0.6, 'e': 0.011535233798383842}",20,10,17.529238556263163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.011419881460400004}",25,8,29.207121497887883,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.011305682645796004}",30,8,32.02375024934457,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.6, 'e': 0.011192625819338045}",30,19,10.216405883699856,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.011080699561144665}",25,5,32.83617498554584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.6, 'e': 0.010969892565533218}",25,14,21.70713541488157,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.6, 'e': 0.010860193639877886}",20,13,11.821477238665079,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.010751591703479106}",20,14,11.013585864274095,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.010644075786444315}",20,7,21.600117560492265,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.010537635028579873}",35,17,33.815119751874995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.010432258678294073}",25,14,16.59113832543696,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.010327936091511133}",25,7,31.448760952735796,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.010224656730596022}",20,6,24.44009537265546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.01012241016329006}",25,14,20.62156685944319,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.01002118606165716}",35,18,31.61954035398473,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.009920974201040588}",20,12,12.71095869512161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,13,24.990667384231454,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,20.018941664080664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,16,26.455700211595076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,11,23.56084652767535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,23.262621917263196,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,12,30.272751817519193,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,15,7.803363084801766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,11,28.308298655710136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,9,16.643217604190088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.564977798005128,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
